author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/306183207/;Москва;sale;flat;2;9;1;30.7;10000000;Лосиноостровский;Шушенская ;3К1;Бабушкинская;
Эталон;developer;https://www.cian.ru/sale/flat/303464897/;Москва;sale;flat;2;17;1;39.3;20143266;Даниловский; Ларионова;;Технопарк;Shagal
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/297704043/;Москва;sale;flat;15;21;1;36.5;17500000;Головинский;Кронштадтский бульвар;к1/2;Водный стадион;Кронштадтский 9
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308691311/;Москва;sale;flat;3;5;1;53.0;12900000;Можайский;Гвардейская ;17К2;Рабочий посёлок;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308205894/;Москва;sale;flat;2;23;1;55.0;15500000;Перово;шоссе Энтузиастов;86Ак1;Новогиреево;PerovSky
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/291395625/;Москва;sale;flat;24;26;1;39.9;9824440;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
Группа Родина;developer;https://www.cian.ru/sale/flat/293200734/;Москва;sale;flat;3;13;1;37.3;11278100;; 1-я Ватутинская;14к1;Ватутинки;Russian Design District
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308744559/;Москва;sale;flat;13;18;1;33.0;19500000;;проспект Прокшинский;9;Прокшино;Прокшино
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292524495/;Москва;sale;flat;17;26;1;39.9;9824440;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
Колди;developer;https://www.cian.ru/sale/flat/302241706/;Москва;sale;flat;5;21;1;30.09;9051950;Нижегородский;;;Калитники;Н'айс Лофт ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298274016/;Москва;sale;flat;11;17;1;37.6;10800000;; Бориса Пастернака;49;Мичуринец;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307592885/;Москва;sale;flat;6;12;1;37.7;9940000;Новокосино;Новокосинская ;10К1;Новокосино;
St Michael;developer;https://www.cian.ru/sale/flat/303024826/;Москва;sale;flat;16;21;1;38.3;18761900;Хорошевский;9Ак6;9Ак6;Зорге;Зорге 9 ЖК
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/308908885/;Москва;sale;flat;6;8;1;38.0;46500000;Таганский;Славянская площадь;2/5с1;Китай-город;LUMIN
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/306699090/;Москва;sale;flat;1;12;1;35.4;10300000;Тимирязевский;Красностуденческий проезд;5;Тимирязевская;
AFI Development;developer;https://www.cian.ru/sale/flat/303141935/;Москва;sale;flat;14;25;1;42.6;23130778;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park 
Stapler Estate;real_estate_agent;https://www.cian.ru/sale/flat/307745732/;Москва;sale;flat;25;52;1;28.9;21500000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292522658/;Москва;sale;flat;12;26;1;41.3;10478030;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
Основа;developer;https://www.cian.ru/sale/flat/299250693/;Москва;sale;flat;11;29;1;30.1;12837650;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
SPENСER ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/308477062/;Москва;sale;flat;6;14;1;38.0;20800000;Лефортово;проезд Невельского;6к1;Авиамоторная;Символ
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/303354544/;Москва;sale;flat;12;14;1;38.3;10499000;; Эдварда Грига;16к1;Потапово;
ДомДау;developer;https://www.cian.ru/sale/flat/304791539/;Москва;sale;flat;8;85;1;50.71;41304838;Пресненский;Московский международный деловой центр Москва-Сити тер.;;;Дом Дау
ID 99854112;homeowner;https://www.cian.ru/sale/flat/304200858/;Москва;sale;flat;8;14;1;40.3;13990000;Ново-Переделкино; Скульптора Мухиной;7К1;Новопеределкино;
СТРОЙИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/292526198/;Москва;sale;flat;24;26;1;41.9;10629890;Некрасовка; Липчанского;10;Некрасовка;Некрасовка
Мангазея;developer;https://www.cian.ru/sale/flat/307596819/;Москва;sale;flat;8;12;1;38.5;19149900;Левобережный;Ленинградское шоссе;57С40;Беломорская;Мангазея на Речном
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306522823/;Москва;sale;flat;2;18;1;54.3;31000000;Измайлово;Измайловский проезд;10к3;Измайловская;Виноградный
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/307396074/;Москва;sale;flat;10;12;1;34.9;11900000;Измайлово;Никитинская ;9;Измайловская;
ФСК;developer;https://www.cian.ru/sale/flat/293677259/;Москва;sale;flat;45;47;1;34.3;20360480;Обручевский;;;Калужская;Архитектор ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307157167/;Москва;sale;flat;12;23;1;38.4;14490000;Чертаново Южное;Варшавское шоссе;168;Лесопарковая;Лесопарковый
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307335553/;Москва;sale;flat;4;17;1;35.6;12000000;Ново-Переделкино;Лукинская ;14;Новопеределкино;
ФСК;developer;https://www.cian.ru/sale/flat/304742429/;Москва;sale;flat;22;29;1;34.6;19958664;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308550093/;Москва;sale;flat;9;23;1;31.9;17900000;Хорошево-Мневники;Шелепихинская набережная;40к2;Народное Ополчение;Sydney City
BERI;real_estate_agent;https://www.cian.ru/sale/flat/307837275/;Москва;sale;flat;8;9;1;32.3;12860000;Зюзино;Черноморский бульвар;19К1;Севастопольская;
STONE;developer;https://www.cian.ru/sale/flat/305914270/;Москва;sale;flat;2;24;1;32.6;16906360;Сокольники; Гастелло;;Сокольники;Sokolniki
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299010726/;Москва;sale;flat;4;4;1;37.0;37400000;Мещанский; Кузнецкий Мост;19С1;Кузнецкий мост;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308105332/;Москва;sale;flat;8;14;1;38.8;13600000;Орехово-Борисово Южное;Каширское шоссе;65к3;Домодедовская;Ясный
MR Group;developer;https://www.cian.ru/sale/flat/307960600/;Москва;sale;flat;2;27;1;40.1;13488048;Покровское-Стрешнево;Волоколамское шоссе;95/1к6;Трикотажная;City Bay
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/297949006/;Москва;sale;flat;3;13;1;37.0;25500000;Хорошево-Мневники; Нижние Мневники;;Терехово ;Остров
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/304787065/;Москва;sale;flat;79;97;1;73.0;72900000;Пресненский;набережная Пресненская;12;Деловой центр;Башня Федерация
ASTERUS;developer;https://www.cian.ru/sale/flat/306225030/;Москва;sale;flat;2;18;1;34.8;15834000;Покровское-Стрешнево;;;Тушинская;ÁLIA
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/294620343/;Москва;sale;flat;7;13;1;50.8;30000000;Хорошево-Мневники;Жилой комплекс остров;к4;Терехово ;Остров
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308499784/;Москва;sale;flat;10;14;1;42.2;11990000;Сокол;Ленинградский проспект;80к66;Сокол;
Stenoy;developer;https://www.cian.ru/sale/flat/300878920/;Москва;sale;flat;10;12;1;34.4;19372498;Преображенское;Электрозаводская ;60;Преображенская площадь;ARTEL
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/307275502/;Москва;sale;flat;2;12;1;41.0;11700000;Соколиная гора;Вольная ;4;Семёновская;
AFI Development;developer;https://www.cian.ru/sale/flat/304447877/;Москва;sale;flat;46;53;1;47.4;21396170;Свиблово;проезд Серебрякова;11-13к1;Ботанический сад;Afi Tower
BERI;real_estate_agent;https://www.cian.ru/sale/flat/305730509/;Москва;sale;flat;5;9;1;36.8;17810000;Хорошевский; Куусинена;6К13;Полежаевская;
PIONEER;developer;https://www.cian.ru/sale/flat/306886904/;Москва;sale;flat;3;25;1;38.65;18275643;Москворечье-Сабурово;;6;Варшавская;Лайф Варшавская ЖК
Метражи group;real_estate_agent;https://www.cian.ru/sale/flat/308167237/;Москва;sale;flat;5;7;1;34.6;9000000;Северное Измайлово;15-я Парковая ;54;Щёлковская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308888339/;Москва;sale;flat;28;34;1;46.9;23000000;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
Трансстройинвест;developer;https://www.cian.ru/sale/flat/307450513/;Москва;sale;flat;16;32;1;40.8;14263884;Рязанский;;;Стахановская;Проспект 39 ЖК
Метражи group;real_estate_agent;https://www.cian.ru/sale/flat/305280029/;Москва;sale;flat;11;12;1;35.0;10200000;Рязанский;1-я Новокузьминская ;14;Рязанский проспект;
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/306609928/;Москва;sale;flat;6;18;1;42.0;13000000;Чертаново Центральное; Красного Маяка;22к1;Пражская;
1-й ДСК;developer;https://www.cian.ru/sale/flat/300976168/;Москва;sale;flat;2;12;1;40.7;13952164;Гольяново;Монтажная ;вл8/24;Щёлковская;1-й Измайловский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306805963/;Москва;sale;flat;4;4;1;42.1;19000000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
ЕСН;real_estate_agent;https://www.cian.ru/sale/flat/308803330/;Москва;sale;flat;5;14;1;25.0;10714000;Западное Дегунино;Дегунинская ;4к1;Селигерская;
1-й ДСК;developer;https://www.cian.ru/sale/flat/307276374/;Москва;sale;flat;2;18;1;32.5;9932000;;;;Тёплый Стан;1-й Ясеневский ЖК
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298254403/;Москва;sale;flat;4;33;1;42.9;23600000;Останкинский; Годовикова;11к2;Алексеевская;iLove
Семен Гордый;realtor;https://www.cian.ru/sale/flat/286538689/;Москва;sale;flat;9;11;1;46.1;8800000;; Семена Гордого;12;Крёкшино;Ново-Никольское
АЙГРИН;developer;https://www.cian.ru/sale/flat/300193663/;Москва;sale;flat;6;14;1;38.94;11590894;Силино;проспект Генерала Алексеева;17с1;Зеленоград — Крюково;Апарт-отель Сигма Силино
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/297087850/;Москва;sale;flat;51;75;1;123.0;85000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308418748/;Москва;sale;flat;18;18;1;41.1;10800000;; Александры Монаховой;88к3;Потапово;Бунинские луга
Центр-Инвест;developer;https://www.cian.ru/sale/flat/303539242/;Москва;sale;flat;17;35;1;37.9;19851626;Левобережный;Фестивальная ;15К4;Речной вокзал;Фестиваль парк-2
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303776402/;Москва;sale;flat;16;17;1;27.0;13000000;Левобережный;Смольная ;44к1;Беломорская;
Ирина Василевская;realtor;https://www.cian.ru/sale/flat/307458577/;Москва;sale;flat;6;9;1;33.0;11000000;Коньково; Академика Волгина;25К1;Университет Дружбы Народов;
Аквилон;developer;https://www.cian.ru/sale/flat/306728315/;Москва;sale;flat;2;23;1;19.9;7730647;Отрадное;Сигнальный проезд;12;Владыкино;Akvilon Signal
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304052206/;Москва;sale;flat;5;30;1;28.4;8600000;Южное Бутово;к2.2;к2.2;Бунинская аллея;Южные Сады ЖК
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308804093/;Москва;sale;flat;17;17;1;40.0;11300000;Гольяново;Хабаровская ;2;Щёлковская;
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/306453399/;Москва;sale;flat;7;28;1;27.8;8673600;Отрадное;Отрадная ;4А;Отрадное;Малевич
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/306281451/;Москва;sale;flat;9;29;1;30.1;11750000;Черемушки; Наметкина;вл10;Новые Черёмушки;Nametkin Tower
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/307213696/;Москва;sale;flat;6;19;1;37.5;8500000;;;к1.1;Бунинская аллея;Бунинские Кварталы ЖК
Основа;developer;https://www.cian.ru/sale/flat/302079090/;Москва;sale;flat;6;36;1;35.7;10638600;Ярославский;проспект Мира;222;Ростокино;МИРАПОЛИС
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/299010722/;Москва;sale;flat;4;4;1;40.0;38500000;Мещанский; Кузнецкий Мост;19С1;Кузнецкий мост;
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/307636172/;Москва;sale;flat;2;5;1;37.8;11300000;Перово;Мастеровая ;9А;Перово;
А101;developer;https://www.cian.ru/sale/flat/306743021/;Москва;sale;flat;2;13;1;33.0;10088067;;;к11.2.1;Прокшино;Прокшино ЖК
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/297758518/;Москва;sale;flat;8;21;1;44.5;22100000;Хорошево-Мневники;Жилой комплекс остров;2-й кв-л;Мнёвники;Остров
Plus Development;developer;https://www.cian.ru/sale/flat/308704174/;Москва;sale;flat;3;23;1;27.1;6408858;;;;Филатов Луг;Детали ЖК
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/305925127/;Москва;sale;flat;6;22;1;41.5;25700000;Покровское-Стрешнево;Вивальди кв-л;;Спартак;Клубный Город на Реке Примавера ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/306285119/;Москва;sale;flat;3;17;1;35.0;9865830;;;;Мичуринец;Переделкино Ближнее Город-парк
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307777998/;Москва;sale;flat;25;38;1;34.7;17500000;Западное Дегунино;Ильменский проезд;14к8;Селигерская;Селигер Сити
3SGroup;developer;https://www.cian.ru/sale/flat/308004740/;Москва;sale;flat;2;33;1;35.8;12542530;Текстильщики;1-й Грайвороновский проезд;2С10;Новохохловская;Voice Towers
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308469108/;Москва;sale;flat;6;10;1;45.7;39490000;Беговой; 1-я Ямского Поля;1к1;Белорусская;Slava
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/308287419/;Москва;sale;flat;10;12;1;39.0;9499000;Отрадное;Алтуфьевское шоссе;30;Дегунино;
Спартак;developer;https://www.cian.ru/sale/flat/297680770/;Москва;sale;flat;13;14;1;108.0;27594000;Ясенево;Новоясеневский проспект;3В;Тёплый Стан;Комплекс апартаментов LES
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/305773383/;Москва;sale;flat;4;17;1;34.0;24000000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/303873158/;Москва;sale;flat;5;30;1;33.5;12000000;Покровское-Стрешнево;;;Трикотажная;Скай Гарден ЖК
А101;developer;https://www.cian.ru/sale/flat/306741319/;Москва;sale;flat;2;16;1;37.5;20328519;Сокол; Зорге;25С2;Октябрьское поле;Дом на Зорге
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/304647079/;Москва;sale;flat;35;41;1;42.1;22900000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/306015060/;Москва;sale;flat;9;10;1;32.3;13000000;Головинский;Михалковская ;52С7;Коптево;
ФСК;developer;https://www.cian.ru/sale/flat/307584811/;Москва;sale;flat;22;44;1;33.4;14884643;Покровское-Стрешнево;;;Трикотажная;Скай Гарден ЖК
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/306021420/;Москва;sale;flat;23;27;1;38.4;15300000;Западное Дегунино; Летчика Осканова;6;Верхние Лихоборы;Тринити-2
А101;developer;https://www.cian.ru/sale/flat/308314036/;Москва;sale;flat;11;13;1;33.4;8906567;;;18.1.4;Бунинская аллея;Скандинавия ЖК
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/301859610/;Москва;sale;flat;13;24;1;36.8;17750000;Донской;;к3;Верхние котлы;Новоданиловская 8 ЖК
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/308950991/;Москва;sale;flat;9;29;1;37.5;16500000;Раменки;Мосфильмовская ;74Б;Ломоносовский проспект;Мосфильмовская
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/306784515/;Москва;sale;flat;6;22;1;26.3;7942600;;;;Прокшино;Новая Звезда ЖК
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/305172078/;Москва;sale;flat;35;41;1;42.1;22890000;Хорошево-Мневники;Шелепихинская набережная;34к5;Шелепиха;Сердце Столицы
ИПОМАКС;real_estate_agent;https://www.cian.ru/sale/flat/306542403/;Москва;sale;flat;3;5;1;28.0;5350000;;;5;Апрелевка;
А101;developer;https://www.cian.ru/sale/flat/306741744/;Москва;sale;flat;13;15;1;33.3;8977547;;;;Ольховая;Деснаречье ЖК
MONEYARD;real_estate_agent;https://www.cian.ru/sale/flat/307717432/;Москва;sale;flat;19;43;1;38.55;24500000;Хорошево-Мневники;Шелепихинская набережная;40к2;Шелепиха;Sydney City
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/301489628/;Москва;sale;flat;5;9;1;31.9;10100000;Нагорный;Болотниковская ;9;Варшавская;
ВЫБОР;developer;https://www.cian.ru/sale/flat/300605508/;Москва;sale;flat;2;19;1;39.8;9237580;;;;;Академик
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304104195/;Москва;sale;flat;14;21;1;144.0;180000000;Пресненский; Сергея Макеева;9;Улица 1905 года;RedSide
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/305795705/;Москва;sale;flat;5;22;1;41.3;13000000;Солнцево;Производственная ;2к1;Солнцево;
А101;developer;https://www.cian.ru/sale/flat/307513788/;Москва;sale;flat;9;30;1;30.3;10492118;Южное Бутово; Бунинская Аллея;;Бунинская аллея;Южные сады
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/303135901/;Москва;sale;flat;23;25;1;27.3;10500000;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
Самолет Плюс Москва;real_estate_agent;https://www.cian.ru/sale/flat/306836905/;Москва;sale;flat;3;20;1;40.5;19500000;Бутырский;Новодмитровская ;2к4;Дмитровская;Савеловский Сити
А101;developer;https://www.cian.ru/sale/flat/306745450/;Москва;sale;flat;7;9;1;34.1;6705550;;;2;Толстопальцево;Родные кварталы ЖК
Dream Realty;real_estate_agent;https://www.cian.ru/sale/flat/303256815/;Москва;sale;flat;14;16;1;34.6;14400000;Хорошевский; Поликарпова;19К2;Беговая;
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/308932832/;Москва;sale;flat;25;25;1;44.7;31500000;Раменки; Янковского;1к1;Аминьевская;Событие
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/307207882/;Москва;sale;flat;12;20;1;32.9;8832384;;;3;Филатов Луг;Город-парк Первый Московский
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308050875/;Москва;sale;flat;12;14;1;40.3;12300000;; Александры Монаховой;43к2;Потапово;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307949167/;Москва;sale;flat;8;9;1;33.0;9500000;Южное Медведково;проезд Дежнева;18;Бабушкинская;
Upside Development;developer;https://www.cian.ru/sale/flat/305099906/;Москва;sale;flat;11;47;1;41.11;19496106;Бутырский;Огородный проезд;;Бутырская;Upside Towers
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/307538846/;Москва;sale;flat;1;12;1;30.7;8500000;Люблино;Белореченская ;15;Люблино;
MR Group;developer;https://www.cian.ru/sale/flat/300287763/;Москва;sale;flat;6;43;1;37.36;22442152;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
SUNRISE Estate;real_estate_agent;https://www.cian.ru/sale/flat/308762650/;Москва;sale;flat;18;35;1;48.5;21700000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/307968863/;Москва;sale;flat;3;15;1;33.4;9500000;;бульвар Скандинавский;1к3;Потапово;
Sminex;developer;https://www.cian.ru/sale/flat/306155007/;Москва;sale;flat;9;23;1;57.8;70270000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/292945725/;Москва;sale;flat;2;11;1;49.3;58000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
Парадайс;real_estate_agent;https://www.cian.ru/sale/flat/306565871/;Москва;sale;flat;3;22;1;34.4;8799999;Силино;Зеленоград;к1107;Зеленоград — Крюково;
Брусника;developer;https://www.cian.ru/sale/flat/304369712/;Москва;sale;flat;6;21;1;39.5;28480000;Даниловский;Дубининская ;вл59к2;;Дом А
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/300890421/;Москва;sale;flat;7;40;1;43.4;20800000;Даниловский;бульвар Братьев Весниных;1;ЗИЛ;ЗИЛАРТ
Адрес;real_estate_agent;https://www.cian.ru/sale/flat/305815291/;Москва;sale;flat;3;4;1;31.8;9900000;Хорошево-Мневники;Живописная ;5К6;Народное Ополчение;
5 ДОНСКОЙ;developer;https://www.cian.ru/sale/flat/300866334/;Москва;sale;flat;31;75;1;47.71;28365551;Донской;5-й Донской проезд;вл21к6;Площадь Гагарина;The Five
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303818206/;Москва;sale;flat;5;17;1;50.2;34900000;Гагаринский;Ленинский проспект;38;Ленинский проспект;Lunar
ОЛ ИНКЛЮЗИВ;real_estate_agent;https://www.cian.ru/sale/flat/308398744/;Москва;sale;flat;7;26;1;31.1;22000000;Нагатино-Садовники;Нагатинская набережная;10А;Нагатинская;Level Нагатинская
Среда;developer;https://www.cian.ru/sale/flat/304753872/;Москва;sale;flat;17;30;1;35.61;17025141;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/296522785/;Москва;sale;flat;15;20;1;50.0;26000000;Раменки;Кинематографический кв-л;;Аминьевская;Событие ЖК
АЯКС;real_estate_agent;https://www.cian.ru/sale/flat/307998388/;Москва;sale;flat;12;16;1;33.4;12999000;Чертаново Северное;Кировоградская ;8К4;Южная;
MR Group;developer;https://www.cian.ru/sale/flat/306610190/;Москва;sale;flat;22;59;1;32.4;;Можайский;;;Давыдково;Веер ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299455554/;Москва;sale;flat;3;45;1;37.7;26390000;Дорогомилово;Кутузовский проезд;16С1;Фили;River Park Кутузовский
GLINCOM;official_representative;https://www.cian.ru/sale/flat/308877086/;Москва;sale;flat;2;8;1;42.2;20000000;Савеловский; Верхняя Масловка;20;Петровский Парк;Verdi
MR Group;developer;https://www.cian.ru/sale/flat/308309895/;Москва;sale;flat;25;48;1;33.8;15042521;Покровское-Стрешнево;;;Тушинская;Ситизен ЖК
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307853077/;Москва;sale;flat;8;19;1;38.0;9700000;; Летчика Ульянина;7;Пыхтино;Солнцево парк
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/292999858/;Москва;sale;flat;4;28;1;32.8;15800000;Нагатино-Садовники;Варшавское шоссе;37Ак3;Нагатинская;Rotterdam
Брусника;developer;https://www.cian.ru/sale/flat/305270636/;Москва;sale;flat;5;8;1;47.3;31940000;Даниловский;Дубининская ;вл59к2;;Дом А
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/307307517/;Москва;sale;flat;13;17;1;37.8;8999999;; Радужная;17;Рассказовка;
LEGENDA Intelligent Development;developer;https://www.cian.ru/sale/flat/301551738/;Москва;sale;flat;32;57;1;42.7;20555780;Левобережный;Ленинградское шоссе;;Беломорская;Северный порт. Береговые кварталы
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/305393019/;Москва;sale;flat;8;14;1;41.4;19900000;Лефортово;проезд Шелихова;3;Площадь Ильича;Символ
MR Group;developer;https://www.cian.ru/sale/flat/306612063/;Москва;sale;flat;9;59;1;42.2;;Можайский;;;Давыдково;Веер ЖК
ХОРЕКА ИНВЕСТ;real_estate_agent;https://www.cian.ru/sale/flat/308257839/;Москва;sale;flat;12;17;1;31.1;8390000;Останкинский;Березовая аллея;19к6;Ботанический сад;Апарт-комплекс Легендарный квартал
GLINCOM;official_representative;https://www.cian.ru/sale/flat/308877164/;Москва;sale;flat;4;8;1;60.1;25242000;Савеловский; Верхняя Масловка;20;Петровский Парк;Verdi
MR Group;developer;https://www.cian.ru/sale/flat/306610144/;Москва;sale;flat;17;59;1;32.8;;Можайский;;;Давыдково;Веер ЖК
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/305507642/;Москва;sale;flat;6;9;1;31.6;8999999;Кузьминки;Окская ;36К2;Окская;
STONE;developer;https://www.cian.ru/sale/flat/305914282/;Москва;sale;flat;3;24;1;40.5;18836550;Сокольники; Гастелло;;Сокольники;Sokolniki
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308305236/;Москва;sale;flat;3;12;1;34.7;9300000;Гольяново;Алтайская ;24;Гольяново;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/306503224/;Москва;sale;flat;11;16;1;37.0;11700000;;проспект Куприна;1к2;Улица Старокачаловская;Скандинавия
STONE;developer;https://www.cian.ru/sale/flat/307992868/;Москва;sale;flat;21;24;1;34.0;19526200;Сокольники; Гастелло;;Сокольники;Sokolniki
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/302855087/;Москва;sale;flat;10;12;1;38.7;10199999;Люблино; Маршала Кожедуба;16К1;Люблино;
Regions Development;developer;https://www.cian.ru/sale/flat/308071099/;Москва;sale;flat;7;16;1;47.42;23044767;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/307297476/;Москва;sale;flat;10;14;1;40.6;30000000;Тверской;Воротниковский переулок;2/11;Пушкинская;
Триумфальная Арка;real_estate_agent;https://www.cian.ru/sale/flat/307823292/;Москва;sale;flat;4;8;1;32.8;12000000;Северное Измайлово;11-я Парковая ;44К1;Щёлковская;
Regions Development;developer;https://www.cian.ru/sale/flat/308071806/;Москва;sale;flat;11;16;1;45.78;23274301;Преображенское;Жилой комплекс Преображенская площадь;;Преображенская площадь;Преображенская площадь
GLINCOM;official_representative;https://www.cian.ru/sale/flat/308877908/;Москва;sale;flat;5;8;1;39.0;18000000;Савеловский; Верхняя Масловка;20;Петровский Парк;Verdi
Sminex;developer;https://www.cian.ru/sale/flat/306155006/;Москва;sale;flat;21;23;1;57.4;82750000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308860539/;Москва;sale;flat;2;23;1;39.7;13500000;Солнцево; Главмосстроя;5;Говорово;
3SGroup;developer;https://www.cian.ru/sale/flat/300236427/;Москва;sale;flat;7;17;1;33.2;10226000;;;;Корниловская;FOREVILLE
