author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
real_estate_agent,https://kazan.cian.ru/sale/flat/300795716/,1,5,2,99.1,17150000.0,Суконная слобода
representative_developer,https://krasnodar.cian.ru/sale/flat/288742926/,4,25,2,62.03,18609000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/305642749/,17,26,1,50.0,19000000.0,
representative_developer,https://sochi.cian.ru/sale/flat/300431465/,2,20,2,53.92,19411200.0,
representative_developer,https://sochi.cian.ru/sale/flat/303249476/,2,10,2,69.56,21911400.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/305033261/,12,24,2,66.7,23990000.0,Козья слобода
realtor,https://kazan.cian.ru/sale/flat/294104199/,6,7,1,55.7,23951000.0,Площадь Тукая
developer,https://rostov.cian.ru/sale/flat/302689854/,5,7,1,51.71,25855000.0,
real_estate_agent,https://krym.cian.ru/sale/flat/302019109/,5,9,2,111.9,27982500.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/305021069/,15,26,2,110.0,31500000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/306510320/,1,5,1,29.4,1700000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/303125263/,5,5,2,44.0,2850000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/304458873/,9,19,1,39.6,3350000.0,
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/296063067/,6,18,1,37.0,3660000.0,Площадь Маркса
real_estate_agent,https://orenburg.cian.ru/sale/flat/308107194/,10,21,1,37.4,3650000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/304234221/,10,19,1,37.4,3650000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/304679537/,4,9,2,48.0,3750000.0,
real_estate_agent,https://solnechnogorsk.cian.ru/sale/flat/279254385/,2,5,1,31.0,5299000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/304482328/,18,18,2,61.1,5400000.0,
real_estate_agent,https://solnechnogorsk.cian.ru/sale/flat/306785538/,7,12,2,51.0,6499000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/305323596/,8,10,2,56.0,6600000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/307712505/,3,16,2,68.8,6800000.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/308336815/,5,19,2,60.9,6990000.0,
developer,https://volgograd.cian.ru/sale/flat/303560196/,3,3,2,56.31,7207680.0,
real_estate_agent,https://orenburg.cian.ru/sale/flat/306894589/,1,6,2,58.8,7800000.0,
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/303523900/,15,27,2,41.4,8610000.0,Гагаринская
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/306143644/,19,28,2,64.0,13500000.0,Октябрьская
realtor,https://www.cian.ru/sale/flat/306229226/,8,9,2,44.0,15500000.0,Савёловская
real_estate_agent,https://www.cian.ru/sale/flat/307777998/,25,38,1,34.7,17500000.0,Селигерская
real_estate_agent,https://www.cian.ru/sale/flat/308418169/,11,14,2,56.0,19500000.0,Семёновская
real_estate_agent,https://www.cian.ru/sale/flat/308111231/,22,29,2,60.6,19900000.0,Кунцевская
real_estate_agent,https://krym.cian.ru/sale/flat/302018339/,5,9,2,88.67,22167500.0,
real_estate_agent,https://www.cian.ru/sale/flat/308906403/,15,24,2,38.1,23650000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/305773383/,4,17,1,34.0,24000000.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/307763877/,8,11,2,41.0,25500000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/301276195/,27,33,2,47.4,28500000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/304380459/,4,13,2,52.0,29800000.0,Спартак
real_estate_agent,https://www.cian.ru/sale/flat/308469108/,6,10,1,45.7,39490000.0,Белорусская
developer,https://www.cian.ru/sale/flat/298147684/,12,13,1,72.7,48872379.0,Тульская
real_estate_agent,https://www.cian.ru/sale/flat/308882666/,4,7,2,115.7,314253308.0,Фрунзенская
real_estate_agent,https://rostov.cian.ru/sale/flat/307814838/,9,9,1,24.0,3100000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/308678624/,1,2,2,41.6,3378000.0,Авиастроительная
real_estate_agent,https://kazan.cian.ru/sale/flat/306791213/,4,5,1,32.7,3500000.0,Козья слобода
real_estate_agent,https://krasnodar.cian.ru/sale/flat/306921378/,5,5,1,32.4,3700000.0,
homeowner,https://krasnodar.cian.ru/sale/flat/299894271/,3,4,1,28.1,3800000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/302924093/,3,9,1,29.5,3899000.0,Кремлёвская
real_estate_agent,https://rostov.cian.ru/sale/flat/307811322/,12,25,1,38.0,4100000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/308680926/,4,10,1,37.2,4500000.0,Авиастроительная
real_estate_agent,https://kazan.cian.ru/sale/flat/308680881/,4,5,1,31.6,4690000.0,Северный Вокзал
real_estate_agent,https://kazan.cian.ru/sale/flat/307262540/,9,9,1,34.4,4700000.0,Дубравная
real_estate_agent,https://krasnodar.cian.ru/sale/flat/306234930/,10,24,1,42.0,4950000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/302226679/,2,5,2,48.0,4999000.0,Авиастроительная
real_estate_agent,https://kazan.cian.ru/sale/flat/308678509/,1,5,1,30.5,5000000.0,Яшьлек
real_estate_agent,https://krasnodar.cian.ru/sale/flat/307955484/,8,9,1,29.5,5100000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/304822297/,5,5,2,44.2,5190000.0,Яшьлек
real_estate_agent,https://krasnodar.cian.ru/sale/flat/299844224/,6,18,1,41.0,5200000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/308678678/,3,5,2,43.5,5200000.0,Северный Вокзал
representative_developer,https://krasnodar.cian.ru/sale/flat/293828997/,2,24,1,36.96,5596386.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/308680643/,4,5,2,42.9,5699000.0,Яшьлек
developer,https://rostov.cian.ru/sale/flat/293511111/,5,25,1,33.4,5674660.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/301893905/,4,16,2,36.0,5700000.0,
developer,https://rostov.cian.ru/sale/flat/301539526/,10,25,1,37.54,5740000.0,
developer,https://rostov.cian.ru/sale/flat/291671091/,15,21,1,35.8,5763800.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/307886389/,2,5,2,47.8,6000000.0,Яшьлек
unknown,https://spb.cian.ru/sale/flat/306085969/,5,13,1,34.1,6000000.0,Проспект Ветеранов
real_estate_agent,https://kazan.cian.ru/sale/flat/308681405/,5,5,1,32.1,6299000.0,Суконная слобода
real_estate_agent,https://kazan.cian.ru/sale/flat/308678512/,1,10,1,36.1,6390000.0,Дубравная
real_estate_agent,https://kazan.cian.ru/sale/flat/307393639/,9,10,1,42.0,6600000.0,Авиастроительная
real_estate_agent,https://kazan.cian.ru/sale/flat/302924117/,7,19,1,32.0,6650000.0,Дубравная
real_estate_agent,https://kazan.cian.ru/sale/flat/308688658/,4,5,2,43.2,6790000.0,Суконная слобода
real_estate_agent,https://kazan.cian.ru/sale/flat/303677543/,10,10,1,36.5,6900000.0,Горки
real_estate_agent,https://kazan.cian.ru/sale/flat/308678566/,6,18,1,38.7,6990000.0,Авиастроительная
developer,https://rostov.cian.ru/sale/flat/300358878/,23,26,2,56.9,7055600.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/304666179/,6,8,2,38.0,7149000.0,Авиастроительная
real_estate_agent,https://kazan.cian.ru/sale/flat/308141996/,5,16,1,47.5,7140000.0,Горки
realtor,https://spb.cian.ru/sale/flat/305907207/,16,28,1,33.0,7199000.0,Парнас
real_estate_agent,https://kazan.cian.ru/sale/flat/308678577/,6,9,2,51.8,7390000.0,Горки
real_estate_agent,https://kazan.cian.ru/sale/flat/308353543/,5,9,2,53.8,7390000.0,Проспект Победы
real_estate_agent,https://kazan.cian.ru/sale/flat/304432450/,15,19,1,30.5,7590000.0,Горки
real_estate_agent,https://kazan.cian.ru/sale/flat/306392089/,5,9,1,34.7,7690000.0,Яшьлек
real_estate_agent,https://kazan.cian.ru/sale/flat/308678516/,5,6,1,38.6,7900000.0,Дубравная
real_estate_agent,https://sochi.cian.ru/sale/flat/299626511/,10,12,2,44.0,8000000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/304691289/,2,5,1,54.6,8100000.0,Проспект Победы
real_estate_agent,https://kazan.cian.ru/sale/flat/308678564/,8,20,1,36.1,8190000.0,Суконная слобода
real_estate_agent,https://kazan.cian.ru/sale/flat/303663135/,4,9,2,54.2,8250000.0,Проспект Победы
real_estate_agent,https://kazan.cian.ru/sale/flat/308785960/,3,10,1,36.7,8500000.0,Авиастроительная
real_estate_agent,https://kazan.cian.ru/sale/flat/305359915/,4,5,1,34.0,8600000.0,Яшьлек
real_estate_agent,https://kazan.cian.ru/sale/flat/308678502/,4,5,2,47.1,8599000.0,Площадь Тукая
real_estate_agent,https://kazan.cian.ru/sale/flat/308681978/,14,19,1,39.41,8699000.0,Горки
homeowner,https://spb.cian.ru/sale/flat/305432267/,2,24,1,40.0,8950000.0,Ладожская
developer,https://ufa.cian.ru/sale/flat/303763995/,2,32,2,46.23,9153500.0,
real_estate_agent,https://spb.cian.ru/sale/flat/301975182/,6,19,2,62.2,9500000.0,Ленинский проспект
real_estate_agent,https://kazan.cian.ru/sale/flat/308678515/,9,16,2,71.0,9700000.0,Горки
real_estate_agent,https://kazan.cian.ru/sale/flat/308679897/,16,19,2,50.0,9799000.0,Горки
representative_developer,https://novorossiysk.cian.ru/sale/flat/295293648/,7,24,2,62.77,9820000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/301450405/,2,5,2,43.2,10200000.0,Новочеркасская
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308103923/,5,7,2,32.0,10340000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/303694169/,12,13,1,38.89,10300000.0,Комендантский проспект
real_estate_agent,https://kazan.cian.ru/sale/flat/308680263/,6,19,1,40.7,10600000.0,Горки
real_estate_agent,https://kazan.cian.ru/sale/flat/305957953/,4,10,2,60.0,10600000.0,Северный Вокзал
real_estate_agent,https://spb.cian.ru/sale/flat/305644618/,11,17,2,54.3,10600000.0,Проспект Большевиков
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308951755/,5,7,2,37.0,10800000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/298169679/,4,8,1,37.6,11500000.0,Выборгская
real_estate_agent,https://kazan.cian.ru/sale/flat/303415133/,9,10,2,67.3,12399999.0,Проспект Победы
real_estate_agent,https://kazan.cian.ru/sale/flat/306102361/,10,19,2,66.2,12990000.0,Горки
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308155547/,6,7,1,38.0,13270000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/300745675/,2,3,1,20.0,13500000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/294260808/,2,3,1,37.0,13700000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/296460235/,8,9,2,42.0,13900000.0,Суконная слобода
real_estate_agent,https://kazan.cian.ru/sale/flat/308678653/,8,9,2,51.5,14000000.0,Дубравная
developer,https://spb.cian.ru/sale/flat/279628319/,2,12,1,37.7,14048942.0,Приморская
developer,https://spb.cian.ru/sale/flat/291703849/,3,9,1,34.37,14442768.0,Василеостровская
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308413052/,7,12,1,40.0,15500000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308106756/,7,10,2,52.0,16000000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308932741/,3,4,2,48.0,16600000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/308678662/,14,25,1,61.3,20299000.0,Козья слобода
representative_developer,https://spb.cian.ru/sale/flat/296753711/,7,10,2,62.0,20646000.0,Удельная
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308158433/,1,5,2,75.0,22540000.0,
developer,https://kazan.cian.ru/sale/flat/291146776/,6,7,2,63.39,24088200.0,Кремлёвская
real_estate_agent,https://spb.cian.ru/sale/flat/307658720/,2,9,2,88.3,25607000.0,Василеостровская
real_estate_agent,https://sochi.cian.ru/sale/flat/287494032/,2,2,2,43.0,25900000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/304780890/,3,7,2,68.1,26500000.0,Суконная слобода
real_estate_agent,https://sochi.cian.ru/sale/flat/275256677/,10,14,2,44.0,29000000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/306498051/,2,5,2,65.5,29000000.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/305810715/,8,10,2,76.7,35000000.0,Козья слобода
real_estate_agent,https://spb.cian.ru/sale/flat/287439412/,1,4,2,151.6,227400000.0,Черная речка
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/305626417/,4,12,1,32.2,3249000.0,Студенческая
real_estate_agent,https://kirov.cian.ru/sale/flat/302238686/,2,5,2,45.0,3400000.0,
real_estate_agent,https://kaluga.cian.ru/sale/flat/304297056/,5,5,2,48.3,3400000.0,
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/306717056/,5,5,1,31.4,4299000.0,Студенческая
real_estate_agent,https://kirov.cian.ru/sale/flat/308742401/,4,5,2,65.5,8300000.0,
developer,https://ryazan.cian.ru/sale/flat/286488698/,9,16,2,68.5,10069500.0,
real_estate_agent,https://krym.cian.ru/sale/flat/307477263/,4,8,2,64.68,11000000.0,
real_estate_agent,https://krym.cian.ru/sale/flat/302137714/,3,9,2,92.39,23097500.0,
developer,https://mahachkala.cian.ru/sale/flat/300982904/,13,13,2,53.0,2623500.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/308211763/,1,5,2,39.5,2860000.0,
real_estate_agent,https://krym.cian.ru/sale/flat/265824970/,1,12,1,17.2,2990000.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/308280634/,3,3,1,28.8,3490000.0,
developer,https://penza.cian.ru/sale/flat/291733098/,1,17,2,43.2,3628800.0,
real_estate_agent,https://rostov.cian.ru/sale/flat/306437865/,3,9,1,38.0,3700000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/253539353/,6,14,1,40.0,3850000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/273858094/,5,18,1,34.0,3900000.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/307123078/,9,9,1,37.0,3990000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/299851923/,5,16,1,42.0,4000000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/299849649/,4,10,1,39.0,4050000.0,
real_estate_agent,https://kaluga.cian.ru/sale/flat/304792487/,1,3,2,44.2,4050000.0,
homeowner,https://novosibirsk.cian.ru/sale/flat/308112551/,3,10,1,34.3,4199000.0,Площадь Маркса
unknown,https://samara.cian.ru/sale/flat/308774838/,6,9,1,35.0,4200000.0,Безымянка
real_estate_agent,https://solnechnogorsk.cian.ru/sale/flat/305883192/,2,5,2,46.0,4549000.0,
homeowner,https://spb.cian.ru/sale/flat/305118153/,1,3,2,41.07,4500000.0,
developer,https://khotkovo.cian.ru/sale/flat/299022995/,6,9,1,32.0,4595200.0,
real_estate_agent,https://spb.cian.ru/sale/flat/295475530/,9,22,1,33.4,4700000.0,
homeowner,https://losino-petrovskiy.cian.ru/sale/flat/270282422/,9,16,1,37.5,4800000.0,
developer,https://rostov.cian.ru/sale/flat/225751095/,24,26,1,33.4,4843000.0,
developer,https://ufa.cian.ru/sale/flat/303625430/,8,32,1,23.03,4870800.0,
developer,https://krasnodar.cian.ru/sale/flat/301544742/,9,9,2,54.3,4887000.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/289722529/,17,18,2,53.06,4886826.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/301622013/,10,14,2,45.4,4999000.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/307157289/,9,18,1,42.0,5040000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308144280/,7,9,1,30.2,5200000.0,Ленинский проспект
realtor,https://omsk.cian.ru/sale/flat/306491353/,9,9,2,48.5,5275000.0,
homeowner,https://krasnodar.cian.ru/sale/flat/307426390/,7,14,1,48.0,5250000.0,
realtor,https://omsk.cian.ru/sale/flat/306144096/,7,9,1,41.0,5300000.0,
developer,https://rostov.cian.ru/sale/flat/300815927/,23,24,2,42.38,5382260.0,
realtor,https://noginsk.cian.ru/sale/flat/308988787/,3,5,2,45.2,5350000.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/308837362/,16,17,2,42.9,5400000.0,
realtor,https://ekb.cian.ru/sale/flat/307339246/,5,16,1,33.4,5400000.0,Ботаническая
real_estate_agent,https://rostov.cian.ru/sale/flat/307816646/,7,17,2,57.0,5525000.0,
developer,https://spb.cian.ru/sale/flat/300485999/,6,9,1,36.72,5571760.0,Рыбацкое
real_estate_agent,https://krasnodar.cian.ru/sale/flat/274940758/,15,18,2,51.0,5620000.0,
developer,https://penza.cian.ru/sale/flat/296802866/,7,23,1,40.6,5684000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/274575394/,8,17,2,60.0,5705000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/300178637/,9,17,1,40.4,5700000.0,
homeowner,https://spb.cian.ru/sale/flat/306698521/,5,5,1,35.7,5750000.0,Ломоносовская
real_estate_agent,https://krym.cian.ru/sale/flat/307398481/,2,3,1,36.0,5800000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/306224649/,15,23,1,34.1,5890000.0,Рыбацкое
real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308744610/,1,17,1,32.0,5900000.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/307366484/,17,17,2,52.0,5950000.0,
developer,https://rostov.cian.ru/sale/flat/297424228/,2,25,2,47.56,5970000.0,
homeowner,https://krasnodar.cian.ru/sale/flat/308138401/,7,7,2,43.3,5900000.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/308435651/,7,7,2,40.1,6100000.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/305923162/,12,14,2,57.2,6100000.0,
developer,https://izhevsk.cian.ru/sale/flat/262218038/,1,17,2,59.3,6175000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/285602322/,11,26,1,46.0,6250000.0,Купчино
real_estate_agent,https://krasnodar.cian.ru/sale/flat/308872146/,6,17,1,63.0,6300000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/305089556/,1,5,2,44.8,6300000.0,Пионерская
developer,https://penza.cian.ru/sale/flat/278000692/,3,16,1,48.7,6331000.0,
developer,https://rostov.cian.ru/sale/flat/301539752/,16,25,2,40.82,6370000.0,
representative_developer,https://krasnodar.cian.ru/sale/flat/294767483/,13,20,1,50.9,6362500.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/300484257/,5,9,2,54.4,6400000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/303632811/,5,5,2,41.9,6400000.0,Московская
real_estate_agent,https://spb.cian.ru/sale/flat/303625907/,1,5,1,31.8,6400000.0,Московская
realtor,https://stavropol.cian.ru/sale/flat/308179746/,9,9,1,39.0,6400000.0,
developer,https://krasnodar.cian.ru/sale/flat/295040064/,13,16,2,49.76,6543440.0,
real_estate_agent,https://kirov.cian.ru/sale/flat/307045485/,15,16,2,57.0,6630000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/305124406/,3,5,2,46.0,6750000.0,Выборгская
real_estate_agent,https://tyumen.cian.ru/sale/flat/309013881/,9,20,2,60.1,6984000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/291149538/,3,25,1,38.4,6980000.0,Купчино
real_estate_agent,https://kirov.cian.ru/sale/flat/307274244/,10,10,2,59.9,6980000.0,
realtor,https://odintsovo.cian.ru/sale/flat/308286717/,12,17,2,48.8,6970000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/305811772/,12,21,2,53.92,7100000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/296736749/,10,24,1,31.0,7199000.0,Комендантский проспект
real_estate_agent,https://spb.cian.ru/sale/flat/304199034/,4,11,1,33.2,7200000.0,Гражданский проспект
real_estate_agent,https://solnechnogorsk.cian.ru/sale/flat/292578140/,5,17,2,48.0,7290000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/299761639/,3,4,1,31.3,7400000.0,Проспект Ветеранов
homeowner,https://spb.cian.ru/sale/flat/308211210/,5,5,1,31.4,7350000.0,Новочеркасская
real_estate_agent,https://spb.cian.ru/sale/flat/301306025/,5,9,2,45.6,7450000.0,Политехническая
unknown,https://spb.cian.ru/sale/flat/308177547/,4,4,1,29.0,7605000.0,Пионерская
real_estate_agent,https://solnechnogorsk.cian.ru/sale/flat/308368737/,9,17,2,65.0,7700000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/305822139/,5,5,2,44.01,7890000.0,Площадь Ленина
real_estate_agent,https://spb.cian.ru/sale/flat/308707071/,1,4,1,36.2,7900000.0,Елизаровская
homeowner,https://krasnodar.cian.ru/sale/flat/299857419/,4,18,2,56.6,8250000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308711052/,6,22,2,56.2,8400000.0,
real_estate_agent,https://sevastopol.cian.ru/sale/flat/265897330/,3,3,2,55.9,8499000.0,
real_estate_agent,https://krym.cian.ru/sale/flat/307399357/,3,5,2,48.4,9000000.0,
developer,https://ufa.cian.ru/sale/flat/293354725/,32,33,1,31.28,9218800.0,
real_estate_agent,https://spb.cian.ru/sale/flat/304079023/,2,6,1,60.8,9300000.0,Технологический институт
real_estate_agent,https://spb.cian.ru/sale/flat/305552125/,4,9,2,45.9,9990000.0,Гражданский проспект
real_estate_agent,https://spb.cian.ru/sale/flat/294728537/,7,11,2,43.2,10290000.0,Московская
real_estate_agent,https://krasnodar.cian.ru/sale/flat/307900244/,2,2,2,40.0,10500000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/305061771/,7,9,2,65.9,10500000.0,
representative_developer,https://sochi.cian.ru/sale/flat/301730882/,1,10,1,50.7,11407500.0,
real_estate_agent,https://spb.cian.ru/sale/flat/302362713/,2,5,2,57.1,11495000.0,Ладожская
representative_developer,https://sochi.cian.ru/sale/flat/303245900/,5,12,1,28.18,11711334.0,
realtor,https://krym.cian.ru/sale/flat/308132479/,3,9,1,48.8,12200000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/304553969/,7,12,1,39.1,12500000.0,Пионерская
real_estate_agent,https://sochi.cian.ru/sale/flat/297629001/,5,8,2,53.0,12700000.0,
real_estate_agent,https://www.cian.ru/sale/flat/307887015/,16,25,2,47.0,12890000.0,Трикотажная
representative_developer,https://novorossiysk.cian.ru/sale/flat/289741982/,1,6,2,65.27,12858190.0,
developer,https://spb.cian.ru/sale/flat/301967730/,2,11,1,37.6,12923120.0,Фрунзенская
real_estate_agent,https://sochi.cian.ru/sale/flat/280280188/,1,3,2,65.0,13000000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/304841436/,7,8,1,37.8,13000000.0,Московские ворота
real_estate_agent,https://www.cian.ru/sale/flat/307819904/,3,17,1,38.7,13400000.0,Медведково
realtor,https://www.cian.ru/sale/flat/307921476/,9,9,2,51.0,13750000.0,Южная
real_estate_agent,https://spb.cian.ru/sale/flat/304588143/,4,19,1,36.8,13800000.0,Фрунзенская
real_estate_agent,https://spb.cian.ru/sale/flat/300824050/,11,14,1,47.7,13800000.0,Московские ворота
real_estate_agent,https://spb.cian.ru/sale/flat/305751740/,8,13,2,51.56,13999999.0,Комендантский проспект
real_estate_agent,https://spb.cian.ru/sale/flat/304288608/,8,13,2,51.56,14000000.0,Комендантский проспект
real_estate_agent,https://www.cian.ru/sale/flat/305792843/,7,9,1,32.0,13950000.0,Дмитровская
real_estate_agent,https://spb.cian.ru/sale/flat/302468163/,10,17,2,69.1,14497000.0,Комендантский проспект
realtor,https://krym.cian.ru/sale/flat/308116435/,4,9,2,50.3,14587000.0,
representative_developer,https://sochi.cian.ru/sale/flat/302788690/,5,5,1,23.1,14784000.0,
real_estate_agent,https://www.cian.ru/sale/flat/307335545/,7,23,1,38.5,15000000.0,Лесопарковая
real_estate_agent,https://spb.cian.ru/sale/flat/308572985/,13,14,2,51.12,15150000.0,Черная речка
real_estate_agent,https://www.cian.ru/sale/flat/306021420/,23,27,1,38.4,15300000.0,Верхние Лихоборы
homeowner,https://www.cian.ru/sale/flat/306935221/,19,33,1,31.7,16900000.0,Шелепиха
representative_developer,https://sochi.cian.ru/sale/flat/303245902/,1,12,2,47.95,17214050.0,
representative_developer,https://sochi.cian.ru/sale/flat/301730910/,7,10,2,80.5,17307500.0,
representative_developer,https://sochi.cian.ru/sale/flat/302688719/,3,8,1,27.34,17224200.0,
real_estate_agent,https://www.cian.ru/sale/flat/301859610/,13,24,1,36.8,17750000.0,Верхние котлы
developer,https://spb.cian.ru/sale/flat/300245913/,4,12,1,47.7,18216375.0,
unknown,https://spb.cian.ru/sale/flat/273935134/,9,12,2,65.0,18350000.0,Озерки
realtor,https://www.cian.ru/sale/flat/307501709/,12,12,2,43.9,18999000.0,Динамо
real_estate_agent,https://spb.cian.ru/sale/flat/303136988/,4,4,2,71.6,20200000.0,Ленинский проспект
real_estate_agent,https://www.cian.ru/sale/flat/304958596/,17,26,1,38.6,20460000.0,Авиамоторная
real_estate_agent,https://www.cian.ru/sale/flat/305172078/,35,41,1,42.1,22890000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/308501277/,12,25,2,61.0,23000000.0,Бульвар Генерала Карбышева
representative_developer,https://sochi.cian.ru/sale/flat/303685478/,4,11,1,44.1,23593500.0,
representative_developer,https://sochi.cian.ru/sale/flat/302688723/,2,8,2,45.01,23855300.0,
real_estate_agent,https://www.cian.ru/sale/flat/308963571/,6,53,2,54.3,24500000.0,Трикотажная
real_estate_agent,https://krym.cian.ru/sale/flat/290163066/,1,9,2,66.0,25500000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308464614/,14,27,2,42.0,26900000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/303477912/,8,13,2,40.74,27500000.0,Технопарк
homeowner,https://spb.cian.ru/sale/flat/306844828/,9,14,2,67.0,27770000.0,Новочеркасская
realtor,https://www.cian.ru/sale/flat/308084862/,16,16,2,60.0,29624713.0,Спартак
representative_developer,https://sochi.cian.ru/sale/flat/302788703/,2,9,2,54.55,32184500.0,
real_estate_agent,https://www.cian.ru/sale/flat/304428188/,31,52,2,78.0,32900000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304196611/,22,56,2,71.0,33400000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/303485047/,4,15,2,66.3,34000000.0,Технопарк
developer,https://www.cian.ru/sale/flat/303086921/,40,41,1,45.52,35278000.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/306032967/,39,41,2,57.0,39000000.0,Аэропорт
real_estate_agent,https://krym.cian.ru/sale/flat/302139045/,3,5,2,160.69,40172500.0,
representative_developer,https://sochi.cian.ru/sale/flat/303685480/,3,11,2,75.5,40392500.0,
developer,https://www.cian.ru/sale/flat/300728892/,39,41,2,65.69,48446375.0,Кутузовская
representative_developer,https://sochi.cian.ru/sale/flat/302435177/,2,4,1,33.4,61790000.0,
real_estate_agent,https://www.cian.ru/sale/flat/304787065/,79,97,1,73.0,72900000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/303920462/,17,78,2,92.0,73000000.0,Москва-Сити
representative_developer,https://sochi.cian.ru/sale/flat/302435208/,3,4,2,33.5,73700000.0,
real_estate_agent,https://www.cian.ru/sale/flat/305844676/,10,15,2,80.0,85000000.0,Белорусская
